Unnamed: 0.1,Unnamed: 0,narrative,Broad_narrative,Topic,credible,logos,ethos,pathos,base,valid,source,source_2
434,615,"The transition to a low-carbon economy, including practices like carbon pricing, is not only technically feasible, with the potential to reduce the European Union's emissions by 55% by 2030 and achieve net-zero by 2050, but it also offers broad economic benefits, including GDP growth, cost-of-living reductions, and job creation, thereby enhancing economic performance without causing harm.",global warming does not exist,Climate change and the energy crisis,True,True,False,False,False,True,https://www.ecb.europa.eu/pub/economic-bulletin/articles/2023/html/ecb.ebart202305_01~a6ff071a65.en.html,https://www.mckinsey.com/capabilities/sustainability/our-insights/how-the-european-union-could-achieve-net-zero-emissions-at-net-zero-cost
435,616,"Implementing measures to reduce carbon emissions is akin to shackling the economy with unnecessary chains, stunting growth and sacrificing prosperity for an unproven cause.",global warming does not exist,Climate change and the energy crisis,False,False,False,True,False,True,https://www.disinfo.eu/wp-content/uploads/2023/12/20231203_PL_DisinfoFS.pdf,
436,617,"Experts such as Dr. John Smith, a senior economist at The Heritage Foundation, argue that 'Stringent environmental policies have historically resulted in job losses and economic decline without significant environmental benefits,' supporting the view that efforts to decrease carbon emissions are not only detrimental but also unnecessary.",global warming does not exist,Climate change and the energy crisis,False,False,True,False,False,True,https://www.disinfo.eu/wp-content/uploads/2023/12/20231203_PL_DisinfoFS.pdf,
437,619,"According to the European Central Bank's comprehensive economic analysis and McKinsey & Company's research on Europe's net-zero pathway, transitioning to a low-carbon economy, including practices like carbon pricing, has been shown to result in GDP growth, cost-of-living reductions, and job creation without harming economic performance.",global warming does not exist,Climate change and the energy crisis,True,False,True,False,False,True,https://www.ecb.europa.eu/pub/economic-bulletin/articles/2023/html/ecb.ebart202305_01~a6ff071a65.en.html,https://www.mckinsey.com/capabilities/sustainability/our-insights/how-the-european-union-could-achieve-net-zero-emissions-at-net-zero-cost
438,620,Global warming is a hoax invented for political gain.,humans do not contribute to global warming,Climate change and the energy crisis,False,False,False,False,True,True,https://www.disinfo.eu/wp-content/uploads/2023/12/20231203_PL_DisinfoFS.pdf,
439,621,"Global warming is a scientifically established reality, evidenced by the significant increase in Europe's surface temperatures and the intensifying frequency of extreme weather events, necessitating global commitments to significantly reduce greenhouse gas emissions and achieve climate neutrality.",humans do not contribute to global warming,Climate change and the energy crisis,True,False,False,False,True,True,https://www.consilium.europa.eu/en/policies/climate-change/,https://www.consilium.europa.eu/en/eu-climate-change/
440,626,"As the relentless march of global warming intensifies, shown by Europe's skyrocketing temperatures and violent storms, we must heed the scientific call to drastically curb greenhouse gas emissions, lest we condemn our planet to an unlivable fate.",humans do not contribute to global warming,Climate change and the energy crisis,True,False,False,True,False,True,https://www.consilium.europa.eu/en/policies/climate-change/,https://www.consilium.europa.eu/en/eu-climate-change/
441,628,Human CO2 emissions are too small to affect climate change.,humans do not contribute to global warming,Climate change and the energy crisis,False,False,False,False,True,True,https://www.disinfo.eu/wp-content/uploads/2023/12/20231203_PL_DisinfoFS.pdf,
442,629,"Human activities, especially burning fossil fuels, significantly boost greenhouse gas emissions, notably CO2, which constitutes the bulk of these emissions and is a major driver of global warming.",humans do not contribute to global warming,Climate change and the energy crisis,True,False,False,False,True,True,https://www.europarl.europa.eu/factsheets/en/sheet/72/combating-climate-change,https://ec.europa.eu/eurostat/en/web/products-eurostat-news/-/ddn-20210507-1
443,630,Climate change is a hoax invented by the global elite to control the economy.,Climate change is the conspiracy of global elites.,Climate change and the energy crisis,False,False,False,False,True,True,https://www.disinfo.eu/wp-content/uploads/2023/12/20231203_PL_DisinfoFS.pdf,
444,631,"Climate change is a scientifically proven global issue, with evidence showing significant efforts, including the EU’s commitment to reducing greenhouse gas emissions by over 30% since 1990 and aiming for climate neutrality by 2050.",Climate change is the conspiracy of global elites.,Climate change and the energy crisis,True,False,False,False,True,True,https://www.consilium.europa.eu/en/policies/climate-change/,https://www.europarl.europa.eu/factsheets/en/sheet/72/combating-climate-change
445,632,"The EU's climate policies, including innovations like '15-minute cities', are part of a globalist agenda to restrict freedoms. ",The EU forces the globalist religion of climate change to impose new restrictions such as climate lockdowns or 15-minute cities. They also want people to eat insects or fake meat and destroy the traditional way of life.,Climate change and the energy crisis,False,False,False,False,True,True,https://www.disinfo.eu/wp-content/uploads/2023/09/20230919_RO_DisinfoFS.pdf,
446,633,"Climate policies and '15-minute cities' are designed to enhance quality of life and sustainability by reducing emissions and facilitating access to essentials, not to restrict freedoms.",The EU forces the globalist religion of climate change to impose new restrictions such as climate lockdowns or 15-minute cities. They also want people to eat insects or fake meat and destroy the traditional way of life.,Climate change and the energy crisis,True,False,False,False,True,True,https://climate.ec.europa.eu/system/files/2017-02/eu_climate_policy_explained_en.pdf,https://www.weforum.org/agenda/2021/11/15minute-city-falls-short/
447,635,"The success of the EU's climate policies in reducing pollution and fostering global technological leadership, combined with the potential of the '15-minute city' concept to reorganize urban space and reduce emissions, demonstrates that climate policies and urban planning initiatives are designed to enhance quality of life and sustainability, not to restrict freedoms.",The EU forces the globalist religion of climate change to impose new restrictions such as climate lockdowns or 15-minute cities. They also want people to eat insects or fake meat and destroy the traditional way of life.,Climate change and the energy crisis,True,True,False,False,False,True,https://climate.ec.europa.eu/system/files/2017-02/eu_climate_policy_explained_en.pdf,https://www.weforum.org/agenda/2021/11/15minute-city-falls-short/
